STUDY_NAME,STUDY_STATUS,SNAPSHOT_ID,SNAPSHOT_NAME,SNAPSHOT_DATE,ANALYSIS_NAME,KRI_CATEGORY,KRI_GROUPING_TYPE,KRI_LABEL,KRI_CODE,KRI_DISABLED,KRI_DESCRIPTION,LOCATION,COUNTRY,N_PATIENTS,LOCATION_SCORE,SCORE,EXPECTED,OBSERVED,RELATIVE_SCORE_THRESHOLDS_BELOW_HIGH,RELATIVE_SCORE_THRESHOLDS_BELOW_MEDIUM,RELATIVE_SCORE_THRESHOLDS_ABOVE_MEDIUM,RELATIVE_SCORE_THRESHOLDS_ABOVE_HIGH,ABSOLUTE_VALUE_THRESHOLDS_BELOW_HIGH,ABSOLUTE_VALUE_THRESHOLDS_BELOW_MEDIUM,ABSOLUTE_VALUE_THRESHOLDS_ABOVE_MEDIUM,ABSOLUTE_VALUE_THRESHOLDS_ABOVE_HIGH
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183018,USA,1,0.5,1.31888,1.37639,3.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183019,USA,1,1.0,6.51858,1.37639,5.42857,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183020,USA,1,0.5,0.566675,1.37639,2.25,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183021,USA,1,0.5,0.820862,1.37639,3.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183022,USA,1,0.5,-0.195916,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183023,USA,1,0.5,0.433307,1.37639,1.83333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183024,USA,1,0.5,-0.162217,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183025,USA,1,0.5,0.165431,1.37639,1.625,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183026,USA,1,0.5,0.0967808,1.37639,2.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183027,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183028,USA,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183029,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183030,USA,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183031,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183032,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183033,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183034,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183035,USA,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183036,USA,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183037,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183038,USA,1,0.5,0.0,1.37639,1.5,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183039,USA,1,0.5,0.0961463,1.37639,1.66667,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183040,USA,1,0.5,0.0961463,1.37639,1.66667,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183041,USA,1,0.5,0.744571,1.37639,2.09091,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183042,USA,1,0.5,-0.195916,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183043,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183044,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183045,USA,1,0.5,0.30712,1.37639,1.83333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183046,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183047,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183048,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183049,USA,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183050,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183051,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183052,USA,1,0.5,0.566675,1.37639,2.25,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183053,USA,1,0.5,0.0961463,1.37639,1.66667,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183054,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183055,USA,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183057,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183058,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183059,USA,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183060,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183061,USA,1,1.0,2.04342,1.37639,6.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183062,USA,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183063,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183064,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183065,USA,1,0.5,0.0,1.37639,1.33333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183066,USA,1,0.5,0.0961463,1.37639,1.66667,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183067,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183068,USA,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",528183069,USA,1,0.5,1.41476,1.37639,3.33333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187001,Belgium,1,0.5,-0.0742842,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187002,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187003,Belgium,1,0.5,-0.195916,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187004,Belgium,1,0.5,0.0,1.37639,1.33333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187005,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187006,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187007,Belgium,1,0.5,-0.0742842,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187008,Belgium,1,0.5,-0.10529,1.37639,1.18182,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187009,Belgium,1,0.5,-0.360667,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187010,Belgium,1,0.5,-0.162217,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187011,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187012,Belgium,1,0.5,0.169698,1.37639,1.66667,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187013,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187014,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187015,Belgium,1,0.5,-0.162217,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187016,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187017,Belgium,1,0.5,-0.0742842,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187018,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187019,Belgium,1,0.5,-0.195916,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187020,Belgium,1,0.5,-0.162217,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187021,Belgium,1,0.5,-0.0120327,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187022,Belgium,1,0.5,-0.330531,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187023,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187024,Belgium,1,0.5,-0.221368,1.37639,1.08333,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187025,Belgium,1,0.5,0.0,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187026,Belgium,1,0.0,,1.37639,,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187027,Belgium,1,0.5,-0.0742842,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187028,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
Datashort-1212,ACTIVE,698b7759af8a18a5a01ce87a,2026-02-10,2026-02-10,Patient - KRI,Safety,subject,Weird AE outcome,AEOUT,N,"Count of all queries (Open, Answered, Closed) by Patient Visits.",616187029,Belgium,1,0.5,-0.122551,1.37639,1.0,-3.0,-1.3,1.3,3.0,-0.4,0.62,0.9,5.0
